Virus,Continent,Country,State,Status,First Recorded In,Latitude,Longitude
Begomovirus costai  (BGMV00),America,Brazil,Parana,"Present, no details",Not available,-24.4842187,-51.8148872
Begomovirus costai  (BGMV00),America,Brazil,Pernambuco,"Present, no details",Not available,-8.4116316,-37.5919699
Begomovirus costai  (BGMV00),America,Brazil,Rio Grande do Sul,"Present, no details",Not available,-29.8425284,-53.7680577
Begomovirus costai  (BGMV00),America,Brazil,Sao Paulo,"Present, no details",Not available,-23.5506507,-46.6333824
Begomovirus costai  (BGMV00),America,Cuba,,"Absent, no pest record",Not available,23.0131338,-80.8328748
Begomovirus costai  (BGMV00),America,Nicaragua,,"Absent, no pest record",Not available,12.3506436,-85.7841006
Begomovirus costai  (BGMV00),America,United States of America,,"Absent, no pest record",Not available,39.7837304,-100.445882
Begomovirus costai  (BGMV00),America,United States of America,Florida,"Absent, no pest record",Not available,27.7567667,-81.4639835
Begomovirus costai  (BGMV00),Europe,Belgium,,"Absent, no pest record",Not available,50.6402809,4.6667145
Begomovirus costai  (BGMV00),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Begomovirus cucurbitapeponis  (SLCV00),Africa,Egypt,,"Present, restricted distribution",2005,26.2540493,29.2675469
Begomovirus cucurbitapeponis  (SLCV00),America,Costa Rica,,"Present, no details",Not available,10.2735633,-84.0739102
Begomovirus cucurbitapeponis  (SLCV00),America,Dominican Republic,,"Present, no details",Not available,19.0974031,-70.3028026
Begomovirus cucurbitapeponis  (SLCV00),America,Guatemala,,"Present, no details",Not available,15.5855545,-90.345759
Begomovirus cucurbitapeponis  (SLCV00),America,Honduras,,"Present, no details",Not available,15.2572432,-86.0755145
Begomovirus cucurbitapeponis  (SLCV00),America,Mexico,,"Present, restricted distribution",Not available,23.6585116,-102.0077097
Begomovirus cucurbitapeponis  (SLCV00),America,Nicaragua,,"Present, no details",Not available,12.3506436,-85.7841006
Begomovirus cucurbitapeponis  (SLCV00),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Begomovirus cucurbitapeponis  (SLCV00),America,United States of America,Alabama,"Present, no details",Not available,33.2588817,-86.8295337
Begomovirus cucurbitapeponis  (SLCV00),America,United States of America,Arizona,"Present, no details",Not available,34.395342,-111.763275
Begomovirus cucurbitapeponis  (SLCV00),America,United States of America,California,"Present, no details",Not available,36.7014631,-118.755997
Begomovirus cucurbitapeponis  (SLCV00),America,United States of America,Texas,"Present, no details",1993,31.2638905,-98.5456116
Begomovirus cucurbitapeponis  (SLCV00),Asia,Indonesia,,"Present, restricted distribution",2020,-2.4833826,117.8902853
Begomovirus cucurbitapeponis  (SLCV00),Asia,Indonesia,Nusa Tenggara,"Present, no details",2020,-9.0,120.0
Begomovirus cucurbitapeponis  (SLCV00),Asia,Iraq,,"Present, restricted distribution",2022,33.0955793,44.1749775
Begomovirus cucurbitapeponis  (SLCV00),Asia,Israel,,"Present, no details",Not available,30.8124247,34.8594762
Begomovirus cucurbitapeponis  (SLCV00),Asia,Jordan,,"Present, widespread",2005,31.1667049,36.941628
Begomovirus cucurbitapeponis  (SLCV00),Asia,Lebanon,,"Present, widespread",2009,33.8750629,35.843409
Begomovirus cucurbitapeponis  (SLCV00),Asia,Oman,,"Present, no details",2016,21.0000287,57.0036901
Begomovirus cucurbitapeponis  (SLCV00),Asia,Saudi Arabia,,"Present, no details",Not available,25.6242618,42.3528328
Begomovirus cucurbitapeponis  (SLCV00),Asia,Syrian Arab Republic,,"Present, no details",2005,34.6401861,39.0494106
Begomovirus cucurbitapeponis  (SLCV00),Asia,Taiwan,,"Absent, invalid record",Not available,23.9739374,120.9820179
Begomovirus cucurbitapeponis  (SLCV00),Europe,Belgium,,"Absent, no pest record",Not available,50.6402809,4.6667145
Begomovirus cucurbitapeponis  (SLCV00),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Begomovirus solanumvariati  (TOMOV0),America,Mexico,,"Present, restricted distribution",1996,23.6585116,-102.0077097
Begomovirus solanumvariati  (TOMOV0),America,Puerto Rico,,"Present, no details",1995,18.2247706,-66.4858295
Begomovirus solanumvariati  (TOMOV0),America,United States of America,,"Present, restricted distribution",1980s,39.7837304,-100.445882
Begomovirus solanumvariati  (TOMOV0),America,United States of America,Alabama,"Present, no details",2005,33.2588817,-86.8295337
Begomovirus solanumvariati  (TOMOV0),America,United States of America,Florida,"Present, no details",1980s,27.7567667,-81.4639835
Begomovirus solanumvariati  (TOMOV0),America,United States of America,South Carolina,"Present, no details",Not available,33.6874388,-80.4363743
Begomovirus solanumvariati  (TOMOV0),America,United States of America,Tennessee,"Present, no details",1994,35.7730076,-86.2820081
Begomovirus solanumvariati  (TOMOV0),America,United States of America,Virginia,"Present, no details",1994,37.1232245,-78.4927721
Begomovirus solanumvariati  (TOMOV0),America,Venezuela,,"Present, no details",Not available,8.0018709,-66.1109318
Begomovirus solanumvariati  (TOMOV0),Europe,Belgium,,"Absent, no pest record",Not available,50.6402809,4.6667145
Begomovirus solanumvariati  (TOMOV0),Europe,Netherlands,,"Absent, no pest record",Not available,52.2434979,5.6343227
Begomovirus solanumvariati  (TOMOV0),Europe,Slovenia,,"Absent, no pest record",Not available,46.1199444,14.8153333
Babuvirus musae  (BBTV00),Africa,Angola,,"Present, no details",2005,-11.8775768,17.5691241
Babuvirus musae  (BBTV00),Africa,Benin,,"Present, restricted distribution",2011,9.5293472,2.2584408
Babuvirus musae  (BBTV00),Africa,Burundi,,"Present, no details",1987,-3.426449,29.9324519
Babuvirus musae  (BBTV00),Africa,Cameroon,,"Present, restricted distribution",2008,4.6125522,13.1535811
Babuvirus musae  (BBTV00),Africa,Central African Republic,,"Present, no details",1993,7.0323598,19.9981227
Babuvirus musae  (BBTV00),Africa,Congo,,"Present, no details",1986,-2.9814344,23.8222636
Babuvirus musae  (BBTV00),Africa,"Congo, The Democratic Republic of the",,"Present, no details",1958,,
Babuvirus musae  (BBTV00),Africa,Egypt,,"Present, no details",1901,26.2540493,29.2675469
Babuvirus musae  (BBTV00),Africa,Equatorial Guinea,,"Present, no details",1970s,1.613172,10.5170357
Babuvirus musae  (BBTV00),Africa,Eritrea,,"Present, no details",1964,15.9500319,37.9999668
Babuvirus musae  (BBTV00),Africa,Gabon,,"Present, no details",1978,-0.8999695,11.6899699
Babuvirus musae  (BBTV00),Africa,Ghana,,"Absent, no pest record",Not available,8.0300284,-1.0800271
Babuvirus musae  (BBTV00),Africa,Malawi,,"Present, no details",1994,-13.2687204,33.9301963
Babuvirus musae  (BBTV00),Africa,Mozambique,,"Present, restricted distribution",2007,-19.302233,34.9144977
Babuvirus musae  (BBTV00),Africa,Nigeria,,"Present, no details",Not available,9.6000359,7.9999721
Babuvirus musae  (BBTV00),Africa,Rwanda,,"Present, no details",1987,-2.0002051,30.0003963
Babuvirus musae  (BBTV00),Africa,South Africa,,"Present, few occurrences",Not available,-28.8166236,24.991639
Babuvirus musae  (BBTV00),Africa,"Tanzania, United Republic of",,"Present, no details",2020s,-6.5247123,35.7878438
Babuvirus musae  (BBTV00),Africa,Togo,,"Absent, pest eradicated",2018,8.7800265,1.0199765
Babuvirus musae  (BBTV00),Africa,Uganda,,"Present, restricted distribution",2020,1.5333554,32.2166578
Babuvirus musae  (BBTV00),Africa,Zambia,,"Present, restricted distribution",2007,-14.5189121,27.5589884
Babuvirus musae  (BBTV00),America,United States of America,,"Present, restricted distribution",Not available,39.7837304,-100.445882
Babuvirus musae  (BBTV00),America,United States of America,Hawaii,"Present, no details",Not available,19.5938015,-155.4283701
Babuvirus musae  (BBTV00),Asia,Bangladesh,,"Present, no details",Not available,24.4769288,90.2934413
Babuvirus musae  (BBTV00),Asia,Cambodia,,"Absent, unreliable record",Not available,12.5433216,104.8144914
Babuvirus musae  (BBTV00),Asia,China,,"Present, no details",Not available,35.000074,104.999927
Babuvirus musae  (BBTV00),Asia,China,Fujian,"Present, no details",Not available,26.193218,118.2208721
Babuvirus musae  (BBTV00),Asia,China,Guangdong,"Present, no details",Not available,23.1357694,113.1982688
Babuvirus musae  (BBTV00),Asia,China,Guangxi,"Present, no details",Not available,24.0,109.0
Babuvirus musae  (BBTV00),Asia,China,Hainan,"Present, no details",Not available,19.2000001,109.5999999
Babuvirus musae  (BBTV00),Asia,China,Xianggang (Hong Kong),"Absent, unreliable record",Not available,22.2792968,114.1628907
Babuvirus musae  (BBTV00),Asia,China,Yunnan,"Present, no details",Not available,25.0,102.0
Babuvirus musae  (BBTV00),Asia,India,,"Present, restricted distribution",Not available,22.3511148,78.6677428
Babuvirus musae  (BBTV00),Asia,India,Andhra Pradesh,"Present, no details",Not available,15.9240905,80.1863809
Babuvirus musae  (BBTV00),Asia,India,Assam,"Present, no details",Not available,26.4073841,93.2551303
Babuvirus musae  (BBTV00),Asia,India,Bihar,"Present, no details",Not available,25.6440845,85.906508
Babuvirus musae  (BBTV00),Asia,India,Karnataka,"Present, no details",Not available,14.9562045,75.7896741
Babuvirus musae  (BBTV00),Asia,India,Kerala,"Present, no details",Not available,10.3528744,76.5120396
Babuvirus musae  (BBTV00),Asia,India,Maharashtra,"Present, no details",Not available,19.5670323,76.4164557
Babuvirus musae  (BBTV00),Asia,India,Meghalaya,"Present, no details",Not available,25.5379432,91.2999102
Babuvirus musae  (BBTV00),Asia,India,Odisha,"Present, no details",Not available,20.5431241,84.6897321
Babuvirus musae  (BBTV00),Asia,India,Tamil Nadu,"Present, no details",Not available,11.3323723,78.6098639
Babuvirus musae  (BBTV00),Asia,India,Tripura,"Present, no details",2019,23.7750823,91.7025091
Babuvirus musae  (BBTV00),Asia,India,Uttar Pradesh,"Present, no details",Not available,27.1303344,80.859666
Babuvirus musae  (BBTV00),Asia,India,West Bengal,"Present, no details",Not available,22.9964948,87.6855882
Babuvirus musae  (BBTV00),Asia,Indonesia,,"Present, no details",Not available,-2.4833826,117.8902853
Babuvirus musae  (BBTV00),Asia,Indonesia,Irian Jaya,"Absent, pest no longer present",Not available,-6.1895649,106.6150929
Babuvirus musae  (BBTV00),Asia,Indonesia,Java,"Present, no details",Not available,-6.7115076,110.6337137
Babuvirus musae  (BBTV00),Asia,Indonesia,Kalimantan,"Present, no details",Not available,1.4297828,114.7410413
Babuvirus musae  (BBTV00),Asia,Indonesia,Nusa Tenggara,"Present, no details",Not available,-9.0,120.0
Babuvirus musae  (BBTV00),Asia,Indonesia,Sumatra,"Present, no details",Not available,-0.1432942,101.6241024
Babuvirus musae  (BBTV00),Asia,"Iran, Islamic Republic of",,"Present, no details",Not available,36.2665119,59.5999861
Babuvirus musae  (BBTV00),Asia,Japan,,"Present, restricted distribution",Not available,36.5748441,139.2394179
Babuvirus musae  (BBTV00),Asia,Japan,Ryukyu Archipelago,"Present, restricted distribution",Not available,36.5748441,139.2394179
Babuvirus musae  (BBTV00),Asia,"Korea, Republic of",,"Absent, unreliable record",Not available,1.3056478,103.9042986
Babuvirus musae  (BBTV00),Asia,Lao People's Democratic Republic,,"Present, restricted distribution",Not available,20.0171109,103.378253
Babuvirus musae  (BBTV00),Asia,Malaysia,,"Present, restricted distribution",Not available,4.5693754,102.2656823
Babuvirus musae  (BBTV00),Asia,Malaysia,Sabah,"Absent, unreliable record",Not available,5.4257359,117.0326392
Babuvirus musae  (BBTV00),Asia,Malaysia,Sarawak,"Present, no details",Not available,2.5023855,112.9547283
Babuvirus musae  (BBTV00),Asia,Malaysia,West,"Absent, pest no longer present",Not available,5.981126,116.0746556
Babuvirus musae  (BBTV00),Asia,Myanmar,,"Present, no details",Not available,17.1750495,95.9999652
Babuvirus musae  (BBTV00),Asia,Pakistan,,"Present, restricted distribution",1988,30.3308401,71.247499
Babuvirus musae  (BBTV00),Asia,Philippines,,"Present, restricted distribution",Not available,12.7503486,122.7312101
Babuvirus musae  (BBTV00),Asia,Sri Lanka,,"Present, no details",Not available,7.5554942,80.7137847
Babuvirus musae  (BBTV00),Asia,Taiwan,,"Present, no details",Not available,23.9739374,120.9820179
Babuvirus musae  (BBTV00),Asia,Thailand,,"Present, no details",Not available,14.8971921,100.83273
Babuvirus musae  (BBTV00),Asia,Vietnam,,"Present, no details",Not available,15.9266657,107.9650855
Babuvirus musae  (BBTV00),Oceania,American Samoa,,"Present, no details",Not available,-14.297124,-170.7131481
Babuvirus musae  (BBTV00),Oceania,Australia,,"Present, restricted distribution",Not available,-24.7761086,134.755
Babuvirus musae  (BBTV00),Oceania,Australia,New South Wales,"Present, restricted distribution",Not available,-31.8759835,147.2869493
Babuvirus musae  (BBTV00),Oceania,Australia,Queensland,"Present, restricted distribution",Not available,-22.1646782,144.5844903
Babuvirus musae  (BBTV00),Oceania,Fiji,,"Present, no details",Not available,-18.1239696,179.0122737
Babuvirus musae  (BBTV00),Oceania,French Polynesia,,"Present, restricted distribution",Not available,-17.0243749,-144.6434898
Babuvirus musae  (BBTV00),Oceania,Guam,,"Present, no details",Not available,13.4499943,144.7651677
Babuvirus musae  (BBTV00),Oceania,Kiribati,,"Absent, invalid record",Not available,0.3448612,173.6641773
Babuvirus musae  (BBTV00),Oceania,"Micronesia, Federated States of",,"Absent, unreliable record",Not available,8.6062347,151.8327443
Babuvirus musae  (BBTV00),Oceania,New Caledonia,,"Present, restricted distribution",Not available,-21.3019905,165.4880773
Babuvirus musae  (BBTV00),Oceania,Northern Mariana Islands,,"Present, no details",Not available,15.1753648,145.7379338
Babuvirus musae  (BBTV00),Oceania,Palau,,"Absent, unreliable record",Not available,5.3783537,132.9102573
Babuvirus musae  (BBTV00),Oceania,Papua New Guinea,,"Absent, unreliable record",Not available,-5.6816069,144.2489081
Babuvirus musae  (BBTV00),Oceania,Samoa,,"Present, no details",Not available,-13.7693895,-172.12005
Babuvirus musae  (BBTV00),Oceania,Tonga,,"Present, no details",Not available,-19.9160819,-175.202642
Babuvirus musae  (BBTV00),Oceania,Tuvalu,,"Present, no details",Not available,-8.6405212,179.1582918
Babuvirus musae  (BBTV00),Oceania,Wallis and Futuna Islands,,"Present, no details",Not available,-13.289402,-176.204224
Begomovirus manihotis  (ACMV00),Africa,Angola,,"Present, widespread",Not available,-11.8775768,17.5691241
Begomovirus manihotis  (ACMV00),Africa,Benin,,"Present, widespread",Not available,9.5293472,2.2584408
Begomovirus manihotis  (ACMV00),Africa,Burkina Faso,,"Present, widespread",Not available,12.0753083,-1.6880314
Begomovirus manihotis  (ACMV00),Africa,Burundi,,"Present, widespread",Not available,-3.426449,29.9324519
Begomovirus manihotis  (ACMV00),Africa,Cabo Verde,,"Present, widespread",Not available,16.0000552,-24.0083947
